name,affiliation,homepage,scholarid
Stefan Thurner,University of Vienna,,NOSCHOLARPAGE
Stefanie Bailey,Stanford University,,NOSCHOLARPAGE
Stefano Nasini,CNRS,,NOSCHOLARPAGE
Stefano Tasselli,Erasmus University Rotterdam,,NOSCHOLARPAGE
Stellan Ohlsson,University of Illinois at Chicago,,NOSCHOLARPAGE
Stephan Günnemann,Technical University of Munich,,NOSCHOLARPAGE
Stéphane Helleringer,Johns Hopkins University,,NOSCHOLARPAGE
Stéphane Legendre,CNRS,,NOSCHOLARPAGE
Stephanie Thiemichen,University of Munich,,NOSCHOLARPAGE
Stephen G. Eubank,Los Alamos National Laboratory,,NOSCHOLARPAGE
Stephen J. Walsh,University of North Carolina,,NOSCHOLARPAGE
Stephen L. France,Mississippi State University,,NOSCHOLARPAGE
Stephen P. Borgatti,University of Kent,,NOSCHOLARPAGE
Stephen R. Corman,Arizona State University,,NOSCHOLARPAGE
Stephen Tang 0001,Liverpool John Moores University,,NOSCHOLARPAGE
Steve McDonald,North Carolina State University,,NOSCHOLARPAGE
Steve T. K. Jan,Virginia Tech,,NOSCHOLARPAGE
Steven M. Chermak,Michigan State University,,NOSCHOLARPAGE
Steven M. Giles,Wake Forest University,,NOSCHOLARPAGE
Steven M. Goodreau,University of Washington,,NOSCHOLARPAGE
Steven P. Dow,University of California - San Diego,,NOSCHOLARPAGE
Steven Rytina,McGill University,,NOSCHOLARPAGE
Stijn Ruiter,Utrecht University,,NOSCHOLARPAGE
Su Deng,National University of Defense Technology,,NOSCHOLARPAGE
Subhadeep Chakraborty,University of Tennessee,,NOSCHOLARPAGE
Subhasis Chakraborty,RCC Institute of Information Technology,,NOSCHOLARPAGE
Subhayan Bhattacharya,Jadavpur University,,NOSCHOLARPAGE
Subrata Nandi,National Institute of Technology,,NOSCHOLARPAGE
Sudhanshu Kumar 0002,IIT Roorkee,,NOSCHOLARPAGE
Sudheer Dhulipalla,Arizona State University,,NOSCHOLARPAGE
Sudip Misra,IIT Kharagpur,,NOSCHOLARPAGE
Sujoy Saha,National Institute of Technology,,NOSCHOLARPAGE
Suman Kalyan Maity,Northwestern University,,NOSCHOLARPAGE
Suman Kundu,Wrocław University of Science and Technology,,NOSCHOLARPAGE
Sumit Goswami,IIT Kharagpur,,NOSCHOLARPAGE
Sung-Ju Lee,KAIST,,NOSCHOLARPAGE
Surbhi Bhatia,King Faisal University,,NOSCHOLARPAGE
Surendra Sedhai,Nanyang Technological University,,NOSCHOLARPAGE
Surya Nepal,CSIRO,,NOSCHOLARPAGE
Susan Banducci,University of Exeter,,NOSCHOLARPAGE
Susan Bastani,Alzahra University,,NOSCHOLARPAGE
Susan C. Herring,University of Indiana Bloomington,,NOSCHOLARPAGE
Susan C. Weller,University of Texas Medical Branch,,NOSCHOLARPAGE
Susan Cotts Watkins,University of Pennsylvania,,NOSCHOLARPAGE
Susan Gasson,Drexel University,,NOSCHOLARPAGE
Susan T. Ennett,University of North Carolina,,NOSCHOLARPAGE
Susanna Zaccarin,University of Trieste,,NOSCHOLARPAGE
Susanta Chakraborty,Indian Institute of Engineering Science and Technology,,NOSCHOLARPAGE
Suzhen Huang,Central South University,,NOSCHOLARPAGE
Sven Banisch,Bielefeld University,,NOSCHOLARPAGE
Svitlana Volkova,Pacific Northwest National Laboratory,,NOSCHOLARPAGE
Swastik Brahma,Tennessee State University,,NOSCHOLARPAGE
Symeon Papavassiliou,University of Athens,,NOSCHOLARPAGE
Sze-Chuan Suen,University of Southern California,,NOSCHOLARPAGE
Tackseung Jun,Kyung Hee University,,NOSCHOLARPAGE
Tadeusz Sozanski,Institute of Sociology,,NOSCHOLARPAGE
Taesik Gong,KAIST,,NOSCHOLARPAGE
Taha Yasseri,University of Oxford,,NOSCHOLARPAGE
Tahereh Dehdarirad,University of Barcelona,,NOSCHOLARPAGE
Tahereh Kamali,University of Waterloo,,NOSCHOLARPAGE
Taiane de Paula Ferreira,Universidade Estadual Paulista,,NOSCHOLARPAGE
Taketoshi Yoshida,Japan Advanced Institute of Science and Technology,,NOSCHOLARPAGE
Tal Spalter,Tel Aviv University,,NOSCHOLARPAGE
Tamar Yogev,University of Haifa,,NOSCHOLARPAGE
Tanima Dutta,IIT (BHU) Varanasi,,NOSCHOLARPAGE
Tanja Nitschke,University of Karlsruhe (TH),,NOSCHOLARPAGE
Tanmoy Chakraborty 0002,Indraprastha Institute of Information Technology Delhi,,NOSCHOLARPAGE
Tanya Araújo,Technical University of Lisbon,,NOSCHOLARPAGE
Tanya Menon,Ohio State University,,NOSCHOLARPAGE
Tao Li 0001,Florida International University,,NOSCHOLARPAGE
Tao Tang 0007,Dalian University of Technology,,NOSCHOLARPAGE
Tapan Chowdhury,Indian Institute of Engineering Science and Technology,,NOSCHOLARPAGE
Tapan Kumar Saha,University of Queensland,,NOSCHOLARPAGE
Tarik Crnovrsanin,University of California - Davis,,NOSCHOLARPAGE
Tasos Dagiuklas,London South Bank University,,NOSCHOLARPAGE
Ted Mouw,University of North Carolina,,NOSCHOLARPAGE
Terrence D. Jorgensen,University of Amsterdam,,NOSCHOLARPAGE
Terry D. Clark,Creighton University,,NOSCHOLARPAGE
Thanasis Loukopoulos,University of Thessaly,,NOSCHOLARPAGE
Theo A. Arentze,Eindhoven University of Technology,,NOSCHOLARPAGE
Theo van Tilburg,Vrije University Amsterdam,,NOSCHOLARPAGE
Thierry Marchant,Ghent University,,NOSCHOLARPAGE
Thijs A. Velema,Sun Yat-sen University,,NOSCHOLARPAGE
Thomas F. Oltmanns,Washington University in St. Louis,,NOSCHOLARPAGE
Thomas Gautschi,University of Bern,,NOSCHOLARPAGE
Thomas Grund,University College Dublin,,NOSCHOLARPAGE
Thomas Häussler,University of Bern,,NOSCHOLARPAGE
Thomas J. Fararo,University of Pittsburgh,,NOSCHOLARPAGE
Thomas Lux,University of Kiel,,NOSCHOLARPAGE
Thomas Magelinski,Carnegie Mellon University,,NOSCHOLARPAGE
Thomas N. Friemel,IPM,,NOSCHOLARPAGE
Thomas Rotolo,Washington State University,,NOSCHOLARPAGE
Thomas Scherngell,AIT Austrian Institute of Technology GmbH,,NOSCHOLARPAGE
Thomas U. Grund,Univeristy College Dublin,,NOSCHOLARPAGE
Thomas V. Pollet,University of Groningen,,NOSCHOLARPAGE
Thomas W. Valente,University of Southern California,,NOSCHOLARPAGE
Tian-Yun Chang,Vanderbilt University,,NOSCHOLARPAGE
Tianchong Gao,Indiana University,,NOSCHOLARPAGE
Tianlong Gu,Guilin University of Electronic Technology,,NOSCHOLARPAGE
Tianlu Gao,Wuhan University,,NOSCHOLARPAGE
Tianrui Li 0001,Southwest Jiaotong University,,NOSCHOLARPAGE
Tianshu Lyu,Peking University,,NOSCHOLARPAGE
Tianxi Ji,Case Western Reserve University,,NOSCHOLARPAGE
Tianyu Qiu,Institute of Smart Healthcare Systems,,NOSCHOLARPAGE
Tianze Gao,Northwest Normal University,,NOSCHOLARPAGE
Tijs A. van den Broek,University of Twente,,NOSCHOLARPAGE
Tim Weninger,University of Notre Dame,,NOSCHOLARPAGE
Timo R. Nyberg,Aalto University,,NOSCHOLARPAGE
Timothy J. Brazill,Mercer University,,NOSCHOLARPAGE
Tina Kogovsek,University of Ljubljana,,NOSCHOLARPAGE
Ting Luo,Manchester Metropolitan University,,NOSCHOLARPAGE
Tingnan Lin,Rutgers University,,NOSCHOLARPAGE
Tobias H. Stark,Utrecht University,,NOSCHOLARPAGE
Tobias Heinrich,University of South Carolina,,NOSCHOLARPAGE
Tobias Roth,University of Mannheim,,NOSCHOLARPAGE
Todd C. Lehmann,University of Michigan,,NOSCHOLARPAGE
Todd Lynes,University of Southampton,,NOSCHOLARPAGE
Todd M. Loughead,University of Windsor,,NOSCHOLARPAGE
Tom A. B. Snijders,University of Groningen,,NOSCHOLARPAGE
Tom Arjannikov,University of Victoria,,NOSCHOLARPAGE
Tom Decorte,University of Gent,,NOSCHOLARPAGE
Tom Snitch,University of Maryland - College Park,,NOSCHOLARPAGE
Tom Stafford 0001,Louisiana Tech University,,NOSCHOLARPAGE
Tom Vander Beken,Ghent University,,NOSCHOLARPAGE
Tomas Diviak,University of Manchester,,NOSCHOLARPAGE
Tong-Ying Tony Juang,National Taipei University,,NOSCHOLARPAGE
Toon Kuppens,Catholic University,,NOSCHOLARPAGE
Tore Opsahl,Imperial College London,,NOSCHOLARPAGE
Torin Stepan,University of Alberta,,NOSCHOLARPAGE
Toshiya Hanada,Kyushu University,,NOSCHOLARPAGE
Tracy M. Sweet,University of Maryland - College Park,,NOSCHOLARPAGE
Travis Coan,University of Exeter,,NOSCHOLARPAGE
Travis G. Tatum,Univeristy College Dublin,,NOSCHOLARPAGE
Trevor I. Fenner,University of London,,NOSCHOLARPAGE
Troy Raeder,University of Notre Dame,,NOSCHOLARPAGE
Tso-Jung Yen,Academia Sinica,,NOSCHOLARPAGE
Tucker McGrimmon,University of South Carolina,,NOSCHOLARPAGE
Tulika Saha,IIT Patna,,NOSCHOLARPAGE
Tünde Cserpes,University of Illinois at Chicago,,NOSCHOLARPAGE
Tuure Tuunanen,University of Jyväskylä,,NOSCHOLARPAGE
Twan Burg,Tilburg University,,NOSCHOLARPAGE
Uboho Victor,Texas A&M University,,NOSCHOLARPAGE
Ueli Reber,University of Bern,,NOSCHOLARPAGE
Ujjwal Maulik,Jadavpur University,,NOSCHOLARPAGE
Ulrik Brandes,University of Konstanz,,NOSCHOLARPAGE
Uraz Yavanoglu,Gazi University,,NOSCHOLARPAGE
Usman Naseem,University of Sydney,,NOSCHOLARPAGE
Uwe Matzat,Eindhoven University of Technology,,NOSCHOLARPAGE
V. K. Narayanan,Drexel University,,NOSCHOLARPAGE
V. S. Subrahmanian,University of Maryland - College Park,,NOSCHOLARPAGE
Vairavan Murugappan,Illinois Institute of Technology,,NOSCHOLARPAGE
Valentin Danchev,University of Oxford,,NOSCHOLARPAGE
Valentina Hlebec,University of Ljubljana,,NOSCHOLARPAGE
Valentina Mazzucato,Maastricht University,,NOSCHOLARPAGE
Valentyn Kalnysh,Ukrainian Institute of Public Health,,NOSCHOLARPAGE
Valérie Delaunay,Aix Marseille University,,NOSCHOLARPAGE
Valerio Arnaboldi,University of Oxford,,NOSCHOLARPAGE
Valerio Leone Sciabolazza,University of Naples,,NOSCHOLARPAGE
Vangie A. Foshee,University of North Carolina,,NOSCHOLARPAGE
Vanilson André de Arruda Burégio,UFRPE,,NOSCHOLARPAGE
Vanina Jasmine Torló,University of Greenwich,,NOSCHOLARPAGE
Vasant G. Honavar,Pennsylvania State University,,NOSCHOLARPAGE
Vasileios Karyotis,Ionian University,,NOSCHOLARPAGE
Vasja Vehovar,University of Ljubljana,,NOSCHOLARPAGE
Venkat Venkatasubramanian,Columbia University,,NOSCHOLARPAGE
Verónica de Miguel Luken,Autonomous University of Barcelona,,NOSCHOLARPAGE
Vicki Stover Hertzberg,Emory University,,NOSCHOLARPAGE
Victor Agadjanian,University of Kansas,,NOSCHOLARPAGE
Victor Asal,University at Albany,,NOSCHOLARPAGE
Victor C. M. Leung,Shenzhen University,,NOSCHOLARPAGE
Víctor Martínez-de-Albéniz,University of Navarra,,NOSCHOLARPAGE
Victor O. K. Li,University of Hong Kong,,NOSCHOLARPAGE
Victor R. L. Shen,Chaoyang University of Technology,,NOSCHOLARPAGE
Victor R. Prybutok,University of North Texas,,NOSCHOLARPAGE
Victor S. Sheng,Texas Tech University,,NOSCHOLARPAGE
Vijay Mago,Lakehead University,,NOSCHOLARPAGE
Vikram Krishnamurthy,University of British Columbia,,NOSCHOLARPAGE
Vincent A. A. Jansen,Royal Holloway University of London,,NOSCHOLARPAGE
Vincent A. Traag,Leiden University,,NOSCHOLARPAGE
Vincent Buskens,Utrecht University,,NOSCHOLARPAGE
Vincent Chua,National University of Singapore,,NOSCHOLARPAGE
Vincent G. Moscardelli,University of Connecticut,,NOSCHOLARPAGE
Vincent Labatut,Avignon University,,NOSCHOLARPAGE
Vincent Lorant,Catholic University,,NOSCHOLARPAGE
Vincenz Frey,Bocconi University,,NOSCHOLARPAGE
Vincenzo Piuri,University of Milan,,NOSCHOLARPAGE
Vinicius Cardoso Garcia,UFPE,,NOSCHOLARPAGE
Viresh Gupta,IIIT Delhi,,NOSCHOLARPAGE
Virginia Dignum,TU Delft,,NOSCHOLARPAGE
Virginie Kidwell-Lopez,University of Texas at Dallas,,NOSCHOLARPAGE
Vitara Pungpapong,Chulalongkorn University,,NOSCHOLARPAGE
Vittorio Fuccella,University of Salerno,,NOSCHOLARPAGE
Vivek Kumar Singh 0007,Massachusetts Institute of Technology,,NOSCHOLARPAGE
Viviana Amati,ETH Zurich,,NOSCHOLARPAGE
Vladimir Barash,Cornell University,,NOSCHOLARPAGE
Vladimir Batagelj,Institute of Mathematics,,NOSCHOLARPAGE
Vladimir Filkov,University of California - Davis,,NOSCHOLARPAGE
Volker Stocké,University of Kassel,,NOSCHOLARPAGE
Vontrese Deeds Pamphile,Northwestern University,,NOSCHOLARPAGE
W. Craig Carter,Middle Tennessee State University,,NOSCHOLARPAGE
W. Scott Comulada,University of California - Los Angeles,,NOSCHOLARPAGE
Wafa Alorainy,Cardiff University,,NOSCHOLARPAGE
Walid Magdy,University of Edinburgh,,NOSCHOLARPAGE
Walter Quattrociocchi,IMT School for Advanced Studies,,NOSCHOLARPAGE
Wanchun Dou,Nanjing University,,NOSCHOLARPAGE
Wanjiun Liao,National Taiwan University,,NOSCHOLARPAGE
Wanlei Zhou,University of Technology Sydney,,NOSCHOLARPAGE
Wanqiu Huang,Shanghai University,,NOSCHOLARPAGE
Wanru Li,George Mason University,,NOSCHOLARPAGE
Wanyuan Wang,Southeast University,,NOSCHOLARPAGE
Wattana Viriyasitavat,Chulalongkorn University,,NOSCHOLARPAGE
Wayes Tushar,University of Queensland,,NOSCHOLARPAGE
Wayne E. Baker,University of Michigan,,NOSCHOLARPAGE
Wei Chen 0001,Zhejiang University,,NOSCHOLARPAGE
Wei Du 0004,Cornell University,,NOSCHOLARPAGE
Wei Duan,National University of Defense Technology,,NOSCHOLARPAGE
Wei Jing,Institute of High Performance Computing,,NOSCHOLARPAGE
Wei Li 0058,University of Sydney,,NOSCHOLARPAGE
Wei Luo 0001,Deakin University,,NOSCHOLARPAGE
Wei Wang 0012,KAUST,,NOSCHOLARPAGE
Wei Wang 0077,Dalian University of Technology,,NOSCHOLARPAGE
Wei Wang 0088,Huazhong University of Science and Technology,,NOSCHOLARPAGE
Wei Wang 0211,University of Central Florida,,NOSCHOLARPAGE
Wei Wei 0006,Inner Mongolia University,,NOSCHOLARPAGE
Weiai Xu,University of Massachusetts,,NOSCHOLARPAGE
Weichao Gong,Chinese Academy of Sciences,,NOSCHOLARPAGE
Weichen Liu,University of California - San Diego,,NOSCHOLARPAGE
Weifeng Lv,Beihang University,,NOSCHOLARPAGE
Weiguo Wang,Dongbei University of Finance & Economics,,NOSCHOLARPAGE
Weihong Han,Guangzhou University,,NOSCHOLARPAGE
Weihua An,Indiana University,,NOSCHOLARPAGE
Weijia Jia 0001,University of Macau,,NOSCHOLARPAGE
Weijin Jiang,Hunan University,,NOSCHOLARPAGE
Weili Wu,University of Texas at Dallas,,NOSCHOLARPAGE
Weishan Zhang,China University of Petroleum,,NOSCHOLARPAGE
Weiwei Gu,Tsinghua University,,NOSCHOLARPAGE
Wen Zhang 0001,Beijing University of Technology,,NOSCHOLARPAGE
Wen-Chi Chuang,National Chengchi University,,NOSCHOLARPAGE
Wen-Tai Li,Singapore University of Technology and Design,,NOSCHOLARPAGE
Wenbo He,McGill University,,NOSCHOLARPAGE
Wendy D. Brynildsen,Duke University,,NOSCHOLARPAGE
Wendy Moncur,University of Dundee,,NOSCHOLARPAGE
Wenguo Yang,Chinese Academy of Sciences,,NOSCHOLARPAGE
Wenhong Chen,University of Texas at Austin,,NOSCHOLARPAGE
Wenjia Li,University of Texas at Dallas,,NOSCHOLARPAGE
Wenjian Luo,Harbin Institute of Technology,,NOSCHOLARPAGE
Wenjie Ruan,University of Exeter,,NOSCHOLARPAGE
Wenjun Zhou 0001,University of Tennessee,,NOSCHOLARPAGE
Wenmin Lin,Hangzhou Normal University,,NOSCHOLARPAGE
Wenqing Cheng,Huazhong University of Science and Technology,,NOSCHOLARPAGE
Wentao Wang 0003,University of Cincinnati,,NOSCHOLARPAGE
Wenyi Tang,UESTC,,NOSCHOLARPAGE
Wenzhong Guo,Fuzhou University,,NOSCHOLARPAGE
Werner Raub,Utrecht University,,NOSCHOLARPAGE
Wesley L. Kaizer,Western Paraná State University,,NOSCHOLARPAGE
Willem E. Saris,University of Amsterdam,,NOSCHOLARPAGE
William A. Wallace,Rensselaer Polytechnic Institute,,NOSCHOLARPAGE
William C. Carter,University of North Carolina,,NOSCHOLARPAGE
William Frankenstein,Georgetown University,,NOSCHOLARPAGE
William H. Batchelder,University of California - Irvine,,NOSCHOLARPAGE
William H. Woodall,Virginia Tech,,NOSCHOLARPAGE
William Hoiles,University of British Columbia,,NOSCHOLARPAGE
William J. Burk,Radboud University,,NOSCHOLARPAGE
William J. Fitzgerald 0002,University of California - Irvine,,NOSCHOLARPAGE
William M. Webberley,Cardiff University,,NOSCHOLARPAGE
William P. Eveland,Ohio State University,,NOSCHOLARPAGE
William S. Lovejoy,University of Michigan,,NOSCHOLARPAGE
William Zhu,UESTC,,NOSCHOLARPAGE
Wim van den Noortgate,KU Leuven,,NOSCHOLARPAGE
Woojeong Kim,Ajou University,,NOSCHOLARPAGE
Wouter de Nooy,University of Amsterdam,,NOSCHOLARPAGE
Wynn C. Stirling,Brigham Young University,,NOSCHOLARPAGE
Xia Xie,Huazhong University of Science and Technology,,NOSCHOLARPAGE
Xianbi Huang,La Trobe University,,NOSCHOLARPAGE
Xiang Li 0006,Beijing University of Chemical Technology,,NOSCHOLARPAGE
Xiang Li 0010,Fudan University,,NOSCHOLARPAGE
Xiang Li 0016,Santa Clara University,,NOSCHOLARPAGE
Xiang Zhang 0011,Hefei University of Technology,,NOSCHOLARPAGE
Xiangjie Kong 0001,Dalian University of Technology,,NOSCHOLARPAGE
Xiangju Qin,University College Dublin,,NOSCHOLARPAGE
Xiangning Xu,Cornell University,,NOSCHOLARPAGE
Xiangrong Liu,Xiamen University,,NOSCHOLARPAGE
Xiangrong Tong,Yantai University,,NOSCHOLARPAGE
Xiangxiang Zeng,Hunan University,,NOSCHOLARPAGE
Xiangyu Wei,Beijing Jiaotong University,,NOSCHOLARPAGE
Xianqi Yu,Shandong University,,NOSCHOLARPAGE
Xianyu Chen,Xidian University,,NOSCHOLARPAGE
Xiao Geng,Central University of Finance and Economics,,NOSCHOLARPAGE
Xiao Wang 0002,Chinese Academy of Sciences,,NOSCHOLARPAGE
Xiao Xue,Tianjin University,,NOSCHOLARPAGE
Xiao-Jie Li,Fudan University,,NOSCHOLARPAGE
Xiao-Yang Liu,Columbia University,,NOSCHOLARPAGE
Xiaochen He,Cornell University,,NOSCHOLARPAGE
Xiaochun Ni,Qingdao Academy of Intelligent Industries,,NOSCHOLARPAGE
Xiaohui Liang,University of Massachusetts,,NOSCHOLARPAGE
Xiaojiang Du,Temple University,,NOSCHOLARPAGE
Xiaojie Zhang,University of Massachusetts,,NOSCHOLARPAGE
Xiaokang Zhou,Shiga University,,NOSCHOLARPAGE
Xiaoliang Liu,Hunan University,,NOSCHOLARPAGE
Xiaolin Shi,Microsoft,,NOSCHOLARPAGE
Xiaolong Jin,Chinese Academy of Sciences,,NOSCHOLARPAGE
Xiaolong Lin,South China Normal University,,NOSCHOLARPAGE
Xiaolong Xu 0001,Nanjing University,,NOSCHOLARPAGE
Xiaolong Zheng 0001,Chinese Academy of Sciences,,NOSCHOLARPAGE
Xiaolong Zhu,Florida International University,,NOSCHOLARPAGE
Xiaoming Wang 0001,Shaanxi Normal University,,NOSCHOLARPAGE
Xiaonan Luo,Guilin University of Electronic Technology,,NOSCHOLARPAGE
Xiaonan Wang 0001,Changshu Institute of Technology,,NOSCHOLARPAGE
Xiaoniu Yang,Zhejiang University,,NOSCHOLARPAGE
Xiaopeng Huang,Shenzhen University,,NOSCHOLARPAGE
Xiaoqin Shelley Zhang,University of Massachusetts,,NOSCHOLARPAGE
Xiaoran Yan,Indiana University,,NOSCHOLARPAGE
Xiaoxian Yang,Shanghai Polytechnic University,,NOSCHOLARPAGE
Xiaoxiang Na,University of Cambridge,,NOSCHOLARPAGE
Xiaoyan Lu,Rensselaer Polytechnic Institute,,NOSCHOLARPAGE
Xiaoyang Liu 0001,Chongqing University,,NOSCHOLARPAGE
Xiaoyu Sean Lu,New Jersey Institute of Technology,,NOSCHOLARPAGE
Xiaoyun Huang,University of Maryland - College Park,,NOSCHOLARPAGE
Xiaozhuang Song,Southern University of Science and Technology,,NOSCHOLARPAGE
Xin Liu 0022,China University of Petroleum,,NOSCHOLARPAGE
Xin Lu 0002,Central South University,,NOSCHOLARPAGE
Xinghuo Yu 0001,RMIT University,,NOSCHOLARPAGE
Xinglin Zhang,South China University of Technology,,NOSCHOLARPAGE
Xingqin Qi,Shandong University,,NOSCHOLARPAGE
Xingwei Wang 0001,Northeastern University,,NOSCHOLARPAGE
Xingyi Zhang,Anhui University,,NOSCHOLARPAGE
Xingyou Xia,Northeastern University,,NOSCHOLARPAGE
Xinhong Wu,Chongqing University,,NOSCHOLARPAGE
Xinwei Cao,Shanghai University,,NOSCHOLARPAGE
Xinye Cai,Nanjing University,,NOSCHOLARPAGE
Xishuang Dong,Texas A&M University,,NOSCHOLARPAGE
Xiumei Zhu,Purdue University,,NOSCHOLARPAGE
Xiuqin Shang,Chinese Academy of Sciences,,NOSCHOLARPAGE
Xiuzhen Chen,Shanghai Jiao Tong University,,NOSCHOLARPAGE
Xiuzhen Cheng,Shandong University,,NOSCHOLARPAGE
Xiuzhen Zhang,RMIT University,,NOSCHOLARPAGE
Xiwang Guo,New Jersey Institute of Technology,,NOSCHOLARPAGE
Xiwang Yang,York University,,NOSCHOLARPAGE
Xiwei Liu,Chinese Academy of Sciences,,NOSCHOLARPAGE
Xiwei Xu,CSIRO,,NOSCHOLARPAGE
Xiwu Gu,Huazhong University of Science and Technology,,NOSCHOLARPAGE
Xixi Li,Chongqing University,,NOSCHOLARPAGE
Xiyan Sun,Guilin University of Electronic Technology,,NOSCHOLARPAGE
Xuan Han,Qingdao Academy of Intelligent Industries,,NOSCHOLARPAGE
Xuanheng Xu,Zhejiang University,,NOSCHOLARPAGE
Xuanming Zhao,Changsha University of Science and Technology,,NOSCHOLARPAGE
Xue Li 0001,University of Queensland,,NOSCHOLARPAGE
Xuemin Shen,University of Waterloo,,NOSCHOLARPAGE
Xueqi Cheng,Chinese Academy of Sciences,,NOSCHOLARPAGE
Xujuan Zhou,University of Southern Queensland,,NOSCHOLARPAGE
Xukai Zou,Indiana University,,NOSCHOLARPAGE
Xun Liang 0001,Renmin University of China,,NOSCHOLARPAGE
Xuyun Zhang,Macquarie University,,NOSCHOLARPAGE
Y. Narahari,Indian Institute of Science,,NOSCHOLARPAGE
Ya-Wen Chiu,University of Washington,,NOSCHOLARPAGE
Yaakov Bar-Shalom,University of Connecticut,,NOSCHOLARPAGE
Yahui Wu,National University of Defense Technology,,NOSCHOLARPAGE
Yajie Shi,Dalian University of Technology,,NOSCHOLARPAGE
Yamir Moreno,University of Zaragoza,,NOSCHOLARPAGE
Yan Jia 0001,National University of Defense Technology,,NOSCHOLARPAGE
Yan Qiao,Macau University of Science and Technology,,NOSCHOLARPAGE
Yan Wu 0009,Jiangsu University,,NOSCHOLARPAGE
Yan Zhang 0004,Peking University,,NOSCHOLARPAGE
Yan Zhao 0005,Dartmouth College,,NOSCHOLARPAGE
Yan-An Hwang,National Dong Hwa University,,NOSCHOLARPAGE
Yanbing Liu,Chongqing University,,NOSCHOLARPAGE
Yancai Xu,Chinese Academy of Sciences,,NOSCHOLARPAGE
Yaneer Bar-Yam,New England Complex Systems Institute,,NOSCHOLARPAGE
Yanfen Wang,Chinese Academy of Sciences,,NOSCHOLARPAGE
Yang Chen 0001,Fudan University,,NOSCHOLARPAGE
Yang Liu 0046,New Jersey Institute of Technology,,NOSCHOLARPAGE
Yang Liu 0064,Michigan Technological University,,NOSCHOLARPAGE
Yang Xiang 0001,Deakin University,,NOSCHOLARPAGE
Yang Xing,Cranfield University,,NOSCHOLARPAGE
Yang-chih Fu,Academia Sinica,,NOSCHOLARPAGE
Yangfu Zhu,Chongqing University,,NOSCHOLARPAGE
Yangyang Wu,Zhejiang University,,NOSCHOLARPAGE
Yanhai Xiong,Dartmouth College,,NOSCHOLARPAGE
Yanick Charette,Yale Institute for Network Science and Université Laval,,NOSCHOLARPAGE
Yanli Li,Changshu Institute of Technology,,NOSCHOLARPAGE
Yanlong Zhang,Peking University,,NOSCHOLARPAGE
Yanmei Zhang,Central University of Finance and Economics,,NOSCHOLARPAGE
Yansen Su,Anhui University,,NOSCHOLARPAGE
Yantao Jia,Chinese Academy of Sciences,,NOSCHOLARPAGE
Yanzi Du,Xiamen University,,NOSCHOLARPAGE
Yap-Peng Tan,Nanyang Technological University,,NOSCHOLARPAGE
Yapu Zhang,Chinese Academy of Sciences,,NOSCHOLARPAGE
Yaqiong Zeng,Changsha University of Science and Technology,,NOSCHOLARPAGE
Yasuo Kudo,Muroran Institute of Technology,,NOSCHOLARPAGE
Yasushi Kondo,Waseda University,,NOSCHOLARPAGE
Yauheni Pyrloh,Belarusian State University of Informatics and Radioelectronics,,NOSCHOLARPAGE
Ye Li 0002,Chinese Academy of Sciences,,NOSCHOLARPAGE
Yechao Yang,Institute of High Performance Computing,,NOSCHOLARPAGE
Yee Heng Tan,Tokyo International University,,NOSCHOLARPAGE
Yehia Massoud,Stevens Institute of Technology,,NOSCHOLARPAGE
Yen-Sheng Chiang,Academia Sinica,,NOSCHOLARPAGE
Yen-Wen Chen,National Taiwan University,,NOSCHOLARPAGE
Yi Chen 0001,New Jersey Institute of Technology,,NOSCHOLARPAGE
Yi Chen 0011,Muroran Institute of Technology,,NOSCHOLARPAGE
Yi Cheng Loh,University of Cambridge,,NOSCHOLARPAGE
Yi Li 0030,University of Texas at Tyler,,NOSCHOLARPAGE
Yi Liu 0024,Zhejiang University,,NOSCHOLARPAGE
Yi Pan 0001,Georgia State University,,NOSCHOLARPAGE
Yi Xie 0002,Sun Yat-sen University,,NOSCHOLARPAGE
Yi-Feng Lan,Tunghai University,,NOSCHOLARPAGE
Yi-Nan Lin,Ming Chi University of Technology,,NOSCHOLARPAGE
Yi-Wei Chang,Sun Yat-sen University,,NOSCHOLARPAGE
Yibo Guo,Zhengzhou University,,NOSCHOLARPAGE
Yichuan Jiang,Southeast University,,NOSCHOLARPAGE
Yiding Zhang,Beijing University of Posts and Telecommunications,,NOSCHOLARPAGE
Yidong Li,Beijing Jiaotong University,,NOSCHOLARPAGE
Yifeng Liu,China Academy of Electronics and Information Technology,,NOSCHOLARPAGE
Yiftach Nagar,University of Haifa,,NOSCHOLARPAGE
Yinan Mei,Central University of Finance and Economics,,NOSCHOLARPAGE
Ying Tang 0001,Dalian Maritime University,,NOSCHOLARPAGE
Ying Zhang 0001,University of Technology Sydney,,NOSCHOLARPAGE
Ying-Chin Lee,National Tsing Hua University,,NOSCHOLARPAGE
Yinghua Huang,Zhejiang University,,NOSCHOLARPAGE
Yingjie Wang 0002,Yantai University,,NOSCHOLARPAGE
Yingshu Li,Georgia State University,,NOSCHOLARPAGE
Yisheng Lv,Chinese Academy of Sciences,,NOSCHOLARPAGE
Yishi Lee,University of Denver,,NOSCHOLARPAGE
Yishi Lin,Chinese University of Hong Kong,,NOSCHOLARPAGE
Yisi Sang,Syracuse University,,NOSCHOLARPAGE
Yisook Lim,Yonsei University,,NOSCHOLARPAGE
